formattedAddress,location,rating,displayName,latitude,longitude,address
"E 194th St &, Briggs Ave, Bronx, NY 10458, USA","{'latitude': 40.865012199999995, 'longitude': -73.8928937}",5.0,"{'text': 'Drillys', 'languageCode': 'en'}",40.86517101796,-73.89302962563,237 East 194 Street
"35 Commercial St, Brooklyn, NY 11222, USA","{'latitude': 40.7367541, 'longitude': -73.9579909}",4.7,"{'text': 'Nerina', 'languageCode': 'en'}",40.736714911783,-73.957712527369,7 Bell Slip
"150 Green St, Brooklyn, NY 11222, USA","{'latitude': 40.7334873, 'longitude': -73.9555292}",4.4,"{'text': 'ILIS', 'languageCode': 'en'}",40.733675634017,-73.955535056995,159 Green Street
"6900 4th Ave, Brooklyn, NY 11209, USA","{'latitude': 40.634437, 'longitude': -74.02374259999999}",4.8,"{'text': 'Middle Eastern Halal Food 69st', 'languageCode': 'en'}",40.634397847828,-74.023595392408,6925 4 Avenue
"6907 4th Ave, Brooklyn, NY 11209, USA","{'latitude': 40.6343104, 'longitude': -74.0233855}",4.1,"{'text': 'Wheel Bagels', 'languageCode': 'en'}",40.634397847828,-74.023595392408,6925 4 Avenue
"136 Meserole Ave, Brooklyn, NY 11222, USA","{'latitude': 40.7275072, 'longitude': -73.9510267}",4.7,"{'text': ""Edy's Grocer"", 'languageCode': 'en'}",40.727566801278,-73.95127815142,141 Meserole Avenue
"219 Irving Ave, Brooklyn, NY 11237, USA","{'latitude': 40.701020799999995, 'longitude': -73.91754259999999}",4.9,"{'text': 'Hive Mind Books & Coffee Shop', 'languageCode': 'en'}",40.700813436871,-73.917522867073,225 Irving Avenue
"219 Irving Ave, Brooklyn, NY 11237, USA","{'latitude': 40.701020799999995, 'longitude': -73.91754259999999}",4.9,"{'text': 'Hive Mind Books & Coffee Shop', 'languageCode': 'en'}",40.7008464182,-73.917584136725,223 Irving Avenue
"219 Irving Ave, Brooklyn, NY 11237, USA","{'latitude': 40.701020799999995, 'longitude': -73.91754259999999}",4.9,"{'text': 'Hive Mind Books & Coffee Shop', 'languageCode': 'en'}",40.700879396906,-73.917641799931,221 Irving Avenue
"2387 Washington Ave, Bronx, NY 10458, USA","{'latitude': 40.85746230000001, 'longitude': -73.89152949999999}",,"{'text': 'Riverside', 'languageCode': 'en'}",40.857470460093,-73.891339377953,2391 Washington Avenue
