formattedAddress,location,rating,displayName,latitude,longitude,address
"554 W 181st St, New York, NY 10033, USA","{'latitude': 40.8488258, 'longitude': -73.9328546}",2.7,"{'text': 'Caridad', 'languageCode': 'en'}",40.84894689122,-73.932873893386,554 West 181 Street
"554 W 181st St, New York, NY 10033, USA","{'latitude': 40.8487565, 'longitude': -73.932974}",4.3,"{'text': 'Jarto’e Sazon Restaurant', 'languageCode': 'en'}",40.84894689122,-73.932873893386,554 West 181 Street
"400 E 74th St, New York, NY 10021, USA","{'latitude': 40.7689029, 'longitude': -73.95475019999999}",5.0,"{'text': 'Creative Cakes', 'languageCode': 'en'}",40.768868545713,-73.954482561611,414 East   74 Street
"401 E 74th St, New York, NY 10021, USA","{'latitude': 40.7689684, 'longitude': -73.9543121}",,"{'text': 'jared direct', 'languageCode': 'en'}",40.768868545713,-73.954482561611,414 East   74 Street
"280 Henry St, New York, NY 10002, USA","{'latitude': 40.7138509, 'longitude': -73.9836554}",3.5,"{'text': 'Enoki Sushi', 'languageCode': 'en'}",40.713956432962,-73.983547482985,287 Henry Street
"345 E 194th St, Bronx, NY 10458, USA","{'latitude': 40.864104499999996, 'longitude': -73.8910545}",3.9,"{'text': 'Crown Fried Chicken & Pizza', 'languageCode': 'en'}",40.863933975325,-73.890992545293,342 East 194 Street
"10-12 37th Ave, Astoria, NY 11101, USA","{'latitude': 40.7598245, 'longitude': -73.9413264}",4.7,"{'text': 'Sunshine Coffee (fresh juices & smoothies)', 'languageCode': 'en'}",40.759969610458,-73.941428702257,10-14 37 Avenue
"9-16 37th Ave, Long Island City, NY 11101, USA","{'latitude': 40.7598303, 'longitude': -73.94134919999999}",4.3,"{'text': 'Dominican Food', 'languageCode': 'en'}",40.759969610458,-73.941428702257,10-14 37 Avenue
"402 E 78th St, New York, NY 10075, USA","{'latitude': 40.7712773, 'longitude': -73.95281270000001}",4.2,"{'text': 'Sushi of Gari UES', 'languageCode': 'en'}",40.771450635115,-73.952686449113,409 East   78 Street
"401 E 78th St, New York, NY 10075, USA","{'latitude': 40.7716177, 'longitude': -73.9526898}",5.0,"{'text': 'Manhattan juice bar and gift and snacks', 'languageCode': 'en'}",40.771450635115,-73.952686449113,409 East   78 Street
"3023, 2269 Adam Clayton Powell Jr Blvd #1, New York, NY 10030, USA","{'latitude': 40.81435, 'longitude': -73.9440528}",4.4,"{'text': 'Yatenga', 'languageCode': 'en'}",40.81442144459,-73.944328545821,2273 Adam C Powell Blvd
"511 Grand St, New York, NY 10002, USA","{'latitude': 40.7144614, 'longitude': -73.9821403}",4.4,"{'text': 'Ost Cafe', 'languageCode': 'en'}",40.714639696184,-73.982310025479,505 Grand Street
"504 Grand St #1, New York, NY 10002, USA","{'latitude': 40.714764699999996, 'longitude': -73.9821747}",4.7,"{'text': ""Moishe's Kosher Bakery"", 'languageCode': 'en'}",40.714639696184,-73.982310025479,505 Grand Street
"505 Grand St #507, New York, NY 10002, USA","{'latitude': 40.7144992, 'longitude': -73.9823237}",4.4,"{'text': 'A-1 Pizza Shop', 'languageCode': 'en'}",40.714639696184,-73.982310025479,505 Grand Street
"402 E 78th St, New York, NY 10075, USA","{'latitude': 40.7712773, 'longitude': -73.95281270000001}",4.2,"{'text': 'Sushi of Gari UES', 'languageCode': 'en'}",40.771409425053,-73.952592609624,415 East   78 Street
"209 E 117th St, New York, NY 10035, USA","{'latitude': 40.798511, 'longitude': -73.93883300000002}",4.6,"{'text': 'El Kallejon', 'languageCode': 'en'}",40.79841687298,-73.939018170918,211 East 117 Street
"207 E 117th St, New York, NY 10035, USA","{'latitude': 40.7985322, 'longitude': -73.93889829999999}",4.5,"{'text': 'Cazuela Mexicana', 'languageCode': 'en'}",40.79841687298,-73.939018170918,211 East 117 Street
"335 Columbus Ave, New York, NY 10023, USA","{'latitude': 40.779775, 'longitude': -73.9768661}",4.4,"{'text': 'The Mermaid Inn Upper West Side', 'languageCode': 'en'}",40.779714323075,-73.977093128604,331 Columbus Avenue
"329 Columbus Ave, New York, NY 10023, USA","{'latitude': 40.7795505, 'longitude': -73.97696300000001}",4.4,"{'text': 'ASSET', 'languageCode': 'en'}",40.779714323075,-73.977093128604,331 Columbus Avenue
"402 E 78th St, New York, NY 10075, USA","{'latitude': 40.7712773, 'longitude': -73.95281270000001}",4.2,"{'text': 'Sushi of Gari UES', 'languageCode': 'en'}",40.771395687852,-73.952560126373,417 East 78 Street
"206 E 118th St, New York, NY 10035, USA","{'latitude': 40.7988305, 'longitude': -73.9386916}",5.0,"{'text': 'Manhatta NY', 'languageCode': 'es'}",40.799045195017,-73.938595007056,208 East 118 Street
"225 W 123rd St, New York, NY 10027, USA","{'latitude': 40.8083154, 'longitude': -73.9503285}",4.9,"{'text': 'Harlem Sweet Treats', 'languageCode': 'en'}",40.808108553436,-73.950366454319,230 West  123 Street
"279 Nostrand Ave, Brooklyn, NY 11216, USA","{'latitude': 40.689284799999996, 'longitude': -73.95109440000002}",4.1,"{'text': 'The Bureau', 'languageCode': 'en'}",40.68922237953,-73.951324307032,279 Nostrand Avenue
"Thailicious (LES, 71 Clinton St, New York, NY 10002, USA","{'latitude': 40.7193213, 'longitude': -73.9851178}",4.6,"{'text': 'Thailicious ( Thai Food)', 'languageCode': 'en'}",40.719147025501,-73.985281403792,160 Rivington Street
"79 Clinton St, New York, NY 10002, USA","{'latitude': 40.7189438, 'longitude': -73.9853607}",4.6,"{'text': 'Casa Colven', 'languageCode': 'es'}",40.719147025501,-73.985281403792,160 Rivington Street
"309 E 83rd St, New York, NY 10028, USA","{'latitude': 40.7757815, 'longitude': -73.9523033}",4.2,"{'text': 'Dulce Vida Latin Bistro', 'languageCode': 'en'}",40.775589593831,-73.952365766944,327 East   83 Street
"2149 Frederick Douglass Blvd, New York, NY 10026, USA","{'latitude': 40.8043626, 'longitude': -73.95575149999999}",4.2,"{'text': 'BLVD Bistro NY', 'languageCode': 'en'}",40.804548039777,-73.955664525457,305 West 116 Street
"2149 Frederick Douglass Blvd, New York, NY 10026, USA","{'latitude': 40.8043622, 'longitude': -73.95568449999999}",3.8,"{'text': 'Streetbird Rotisserie', 'languageCode': 'en'}",40.804548039777,-73.955664525457,305 West 116 Street
"1685 Lexington Ave, New York, NY 10029, USA","{'latitude': 40.7919769, 'longitude': -73.94628039999999}",4.8,"{'text': 'Good Eats BakeShop', 'languageCode': 'en'}",40.791978654293,-73.946456478913,1683 Lexington Avenue
"2149 Frederick Douglass Blvd, New York, NY 10026, USA","{'latitude': 40.8043626, 'longitude': -73.95575149999999}",4.2,"{'text': 'BLVD Bistro NY', 'languageCode': 'en'}",40.804567269729,-73.955707858362,307 West 116 Street
"300 W 116th St, New York, NY 10026, USA","{'latitude': 40.8044337, 'longitude': -73.9559234}",4.4,"{'text': 'Silvana', 'languageCode': 'en'}",40.804567269729,-73.955707858362,307 West 116 Street
"2149 Frederick Douglass Blvd, New York, NY 10026, USA","{'latitude': 40.8043622, 'longitude': -73.95568449999999}",3.8,"{'text': 'Streetbird Rotisserie', 'languageCode': 'en'}",40.804567269729,-73.955707858362,307 West 116 Street
"164 W 75th St, New York, NY 10023, USA","{'latitude': 40.7802763, 'longitude': -73.97988939999999}",4.7,"{'text': 'Sempre Oggi', 'languageCode': 'en'}",40.780376310095,-73.979761302771,161 West 75 Street
"164 W 75th St, New York, NY 10023, USA","{'latitude': 40.7803067, 'longitude': -73.9798349}",4.1,"{'text': ""'Cesca"", 'languageCode': 'en'}",40.780376310095,-73.979761302771,161 West 75 Street
"529 W 162nd St, New York, NY 10032, USA","{'latitude': 40.836690499999996, 'longitude': -73.9409763}",,"{'text': 'Lazzy Bitters', 'languageCode': 'en'}",40.836569910664,-73.941126102382,545 West 162Nd Street
"1675 Lexington Ave, New York, NY 10029, USA","{'latitude': 40.791605, 'longitude': -73.9465809}",4.1,"{'text': 'El Nuevo Carribeno', 'languageCode': 'en'}",40.791663115619,-73.9466878661,1675 Lexington Avenue
"511 Grand St, New York, NY 10002, USA","{'latitude': 40.7144614, 'longitude': -73.9821403}",4.4,"{'text': 'Ost Cafe', 'languageCode': 'en'}",40.714565548204,-73.982057537719,523 Grand Street
"504 Grand St #1, New York, NY 10002, USA","{'latitude': 40.714764699999996, 'longitude': -73.9821747}",4.7,"{'text': ""Moishe's Kosher Bakery"", 'languageCode': 'en'}",40.714565548204,-73.982057537719,523 Grand Street
"505 Grand St #507, New York, NY 10002, USA","{'latitude': 40.7144992, 'longitude': -73.9823237}",4.4,"{'text': 'A-1 Pizza Shop', 'languageCode': 'en'}",40.714565548204,-73.982057537719,523 Grand Street
"300 E 89th St, New York, NY 10128, USA","{'latitude': 40.779562, 'longitude': -73.9500205}",4.2,"{'text': 'The Auction House', 'languageCode': 'en'}",40.779631591289,-73.949954467952,302 East   89 Street
"1712 2nd Ave, New York, NY 10128, USA","{'latitude': 40.7795353, 'longitude': -73.9501779}",4.9,"{'text': 'SAPERAVI UES', 'languageCode': 'en'}",40.779631591289,-73.949954467952,302 East   89 Street
"1710 2nd Ave, New York, NY 10128, USA","{'latitude': 40.7794927, 'longitude': -73.9501884}",4.5,"{'text': 'IL Carino Restaurant', 'languageCode': 'en'}",40.779631591289,-73.949954467952,302 East   89 Street
"1714 2nd Ave, New York, NY 10128, USA","{'latitude': 40.779641, 'longitude': -73.95024149999999}",4.1,"{'text': 'Tenzan', 'languageCode': 'en'}",40.779631591289,-73.949954467952,302 East   89 Street
"511 Grand St, New York, NY 10002, USA","{'latitude': 40.7144614, 'longitude': -73.9821403}",4.4,"{'text': 'Ost Cafe', 'languageCode': 'en'}",40.714549070547,-73.981999826183,527 Grand Street
"3394 Jerome Ave, Bronx, NY 10467, USA","{'latitude': 40.8804684, 'longitude': -73.88349579999999}",2.8,"{'text': 'KFC', 'languageCode': 'en'}",40.880502308579,-73.883765240413,3386 Jerome Avenue
"3388 Jerome Ave, Bronx, NY 10467, USA","{'latitude': 40.8804598, 'longitude': -73.8836075}",4.1,"{'text': 'Happy Dragon', 'languageCode': 'en'}",40.880502308579,-73.883765240413,3386 Jerome Avenue
"708 3rd Ave, New York, NY 10017, USA","{'latitude': 40.7523639, 'longitude': -73.97351139999999}",4.5,"{'text': 'Little Collins', 'languageCode': 'en'}",40.752375718908,-73.973283920452,710 3 Avenue
"712 3rd Ave, New York, NY 10017, USA","{'latitude': 40.7525325, 'longitude': -73.9733874}",4.3,"{'text': 'Bierhaus NYC', 'languageCode': 'en'}",40.752375718908,-73.973283920452,710 3 Avenue
"714 3rd Ave, New York, NY 10017, USA","{'latitude': 40.752584299999995, 'longitude': -73.9733736}",3.9,"{'text': ""Wendy's"", 'languageCode': 'en'}",40.752375718908,-73.973283920452,710 3 Avenue
"708 3rd Ave, New York, NY 10017, USA","{'latitude': 40.752311399999996, 'longitude': -73.9735527}",4.4,"{'text': 'INDAY', 'languageCode': 'en'}",40.752375718908,-73.973283920452,710 3 Avenue
"712 3rd Ave, New York, NY 10017, USA","{'latitude': 40.7525742, 'longitude': -73.9734443}",3.0,"{'text': ""Dunkin'"", 'languageCode': 'en'}",40.752375718908,-73.973283920452,710 3 Avenue
"345 E 194th St, Bronx, NY 10458, USA","{'latitude': 40.864104499999996, 'longitude': -73.8910545}",3.9,"{'text': 'Crown Fried Chicken & Pizza', 'languageCode': 'en'}",40.863911979789,-73.89095281225,344 East 194 Street
"254 E 204th St, Bronx, NY 10458, USA","{'latitude': 40.874012, 'longitude': -73.884216}",4.1,"{'text': 'El Rinconcito Del Sabor Dominicano', 'languageCode': 'en'}",40.874148748276,-73.884242846759,251 East 204 Street
"250 E 204th St, Bronx, NY 10458, USA","{'latitude': 40.874026, 'longitude': -73.8843869}",3.9,"{'text': 'Empanadas RD 204 St', 'languageCode': 'en'}",40.874148748276,-73.884242846759,251 East 204 Street
"2085 Amsterdam Ave, New York, NY 10032, USA","{'latitude': 40.836695899999995, 'longitude': -73.9390263}",4.4,"{'text': 'J&S beauty salon & barber shop inc. Nails', 'languageCode': 'en'}",40.836835101015,-73.939112921162,2089 Amsterdam Avenue
"2089 Amsterdam Ave, New York, NY 10032, USA","{'latitude': 40.8368768, 'longitude': -73.938859}",4.1,"{'text': ""J & M's"", 'languageCode': 'en'}",40.836835101015,-73.939112921162,2089 Amsterdam Avenue
"2089 Amsterdam Ave, New York, NY 10032, USA","{'latitude': 40.836908699999995, 'longitude': -73.9388711}",3.0,"{'text': 'Yummy Grill', 'languageCode': 'en'}",40.836835101015,-73.939112921162,2089 Amsterdam Avenue
"1913 3rd Ave, New York, NY 10029, USA","{'latitude': 40.791069799999995, 'longitude': -73.944724}",3.4,"{'text': 'Pizza Hut', 'languageCode': 'en'}",40.791181971578,-73.944965606438,1910 3 Avenue
"1911 3rd Ave, New York, NY 10029, USA","{'latitude': 40.791048599999996, 'longitude': -73.9447998}",,"{'text': 'Fansway Japanese Grill', 'languageCode': 'en'}",40.791181971578,-73.944965606438,1910 3 Avenue
"300 W 114th St, New York, NY 10026, USA","{'latitude': 40.80311, 'longitude': -73.95662949999999}",4.3,"{'text': ""Melba's Restaurant"", 'languageCode': 'en'}",40.80324741451,-73.956673164022,306 West  114 Street
"35 Clinton St, New York, NY 10002, USA","{'latitude': 40.7201861, 'longitude': -73.9846227}",4.5,"{'text': 'Donnybrook', 'languageCode': 'en'}",40.720283280862,-73.984682296789,165 Stanton Street
"29A Clinton St, New York, NY 10002, USA","{'latitude': 40.7203841, 'longitude': -73.9845338}",4.3,"{'text': ""Omar's Kitchen and Rum Bar"", 'languageCode': 'en'}",40.720283280862,-73.984682296789,165 Stanton Street
"29 Clinton St, New York, NY 10002, USA","{'latitude': 40.7203599, 'longitude': -73.984541}",4.4,"{'text': 'Rebel', 'languageCode': 'en'}",40.720283280862,-73.984682296789,165 Stanton Street
"29 Clinton St, New York, NY 10002, USA","{'latitude': 40.720437, 'longitude': -73.9845421}",,"{'text': 'Moss Cooks', 'languageCode': 'en'}",40.720283280862,-73.984682296789,165 Stanton Street
"127 Stanton St, New York, NY 10002, USA","{'latitude': 40.72075400000001, 'longitude': -73.98668599999999}",4.2,"{'text': 'Stanton Street Pizza', 'languageCode': 'en'}",40.720912092131,-73.986767341625,121 Stanton Street
"119 Stanton St, New York, NY 10002, USA","{'latitude': 40.7208099, 'longitude': -73.9867867}",,"{'text': 'Chipustar', 'languageCode': 'en'}",40.720912092131,-73.986767341625,121 Stanton Street
"97 W Fordham Rd, Bronx, NY 10468, USA","{'latitude': 40.862969, 'longitude': -73.904534}",4.5,"{'text': ""Bryan's Bakery"", 'languageCode': 'en'}",40.863081573492,-73.904706930268,2406 University Avenue
"208 Lewis Ave, Brooklyn, NY 11221, USA","{'latitude': 40.689473199999995, 'longitude': -73.9365072}",4.0,"{'text': 'Top Tier Catering llc', 'languageCode': 'en'}",40.689530689686,-73.936345208677,205 Lewis Avenue
"208 Lewis Ave, Brooklyn, NY 11221, USA","{'latitude': 40.689473199999995, 'longitude': -73.9365072}",4.0,"{'text': 'Soul Food & Sea Food', 'languageCode': 'en'}",40.689530689686,-73.936345208677,205 Lewis Avenue
"207 Lewis Ave, Brooklyn, NY 11221, USA","{'latitude': 40.689502999999995, 'longitude': -73.936069}",4.3,"{'text': 'Canticles Sober Lounge', 'languageCode': 'en'}",40.689530689686,-73.936345208677,205 Lewis Avenue
"208 Lewis Ave, Brooklyn, NY 11221, USA","{'latitude': 40.689473199999995, 'longitude': -73.9365072}",4.0,"{'text': 'Top Tier Catering llc', 'languageCode': 'en'}",40.689604806561,-73.93635956123,203A Lewis Avenue
"208 Lewis Ave, Brooklyn, NY 11221, USA","{'latitude': 40.689473199999995, 'longitude': -73.9365072}",4.0,"{'text': 'Soul Food & Sea Food', 'languageCode': 'en'}",40.689604806561,-73.93635956123,203A Lewis Avenue
"645 W 184th St, New York, NY 10033, USA","{'latitude': 40.8518345, 'longitude': -73.93393960000002}",5.0,"{'text': 'DONplinada', 'languageCode': 'en'}",40.851785674412,-73.934132555298,662 West  184 Street
"47 Clinton St, New York, NY 10002, USA","{'latitude': 40.7197867, 'longitude': -73.9848624}",4.5,"{'text': 'Fluffies Hot Chicken - LES', 'languageCode': 'en'}",40.7197370803,-73.984743750836,49 Clinton Street
"49 Clinton St, New York, NY 10002, USA","{'latitude': 40.7197786, 'longitude': -73.9850103}",4.5,"{'text': 'Yopparai', 'languageCode': 'en'}",40.7197370803,-73.984743750836,49 Clinton Street
"57 Clinton St, New York, NY 10002, USA","{'latitude': 40.719676299999996, 'longitude': -73.9849827}",4.9,"{'text': 'The Protein Shop', 'languageCode': 'en'}",40.7197370803,-73.984743750836,49 Clinton Street
"40 Clinton St, New York, NY 10002, USA","{'latitude': 40.7198236, 'longitude': -73.98459489999999}",,"{'text': 'Little Big', 'languageCode': 'en'}",40.7197370803,-73.984743750836,49 Clinton Street
"57 Clinton St, New York, NY 10002, USA","{'latitude': 40.719676299999996, 'longitude': -73.9849827}",,"{'text': 'Flip & Flame (smash burgers and kebabs)', 'languageCode': 'en'}",40.7197370803,-73.984743750836,49 Clinton Street
"33-18 28th Ave, Queens, NY 11102, USA","{'latitude': 40.767283299999995, 'longitude': -73.9180056}",4.6,"{'text': 'Favela Grill Steakhouse', 'languageCode': 'en'}",40.767069629814,-73.917935084136,28-46 34 Street
"28-08 34th St, Astoria, NY 11103, USA","{'latitude': 40.7671545, 'longitude': -73.9180417}",4.4,"{'text': 'Off The Hook Raw Bar & Grill', 'languageCode': 'en'}",40.767069629814,-73.917935084136,28-46 34 Street
"298 Irving Ave, Brooklyn, NY 11237, USA","{'latitude': 40.6990249, 'longitude': -73.91464909999999}",3.7,"{'text': 'Taqueria Acatlan', 'languageCode': 'en'}",40.699123256485,-73.914592952294,292 Irving Avenue
